"st001"	"st002"	"st003"	"st004"	"st005"	"st007"	"st009"	"st010"	"st012"	"st013"	"st014"	"st015"	"st017"	"st018"	"st019"	"st022"	"st023"	"st024"	"st025"	"st026"	"st027"	"st028"	"st029"	"st030"	"st032"	"st033"	"st034"	"st035"	"st037"	"st038"	"st039"	"st040"	"st041"	"st043"	"st044"	"st045"	"st046"	"st047"	"st049"	"st050"	"st051"	"st052"	"st053"	"st055"	"st056"	"st057"	"st058"	"st059"	"st060"	"st062"	"st063"	"st064"	"st065"	"st066"	"st067"	"st0681"	"st0682"	"st069"	"st070"	"st0711"	"st0712"	"st072"	"st073"	"st074"	"st075"	"st076"	"st077"	"st078"	"st079"	"st081"	"st082"	"st083"	"st085"	"st086"	"st087"	"st088"	"st089"	"st092"	"st093"	"st094"	"st095"	"st096"	"st097"	"st098"	"st101"	"st102"	"st103"	"st104"	"st106"	"st107"	"st108"	"st109"	"st110"	"st112"	"st114"	"st115"	"st116"	"st118"	"st119"	"st120"	"st121"	"st125"	"st126"	"st127"	"st128"	"st129"	"st130"	"st131"	"st132"	"st133"	"st134"	"st135"	"st138"	"st139"	"st140"	"st141"	"st143"	"st145"	"st146"	"SILVA_taxonomic_classification"	"MAS_taxonomic_classification"	"BM_taxonomic_classification"	"SILVA_class"	"MAS_class"	"BM_class"	"MAS_plus_BM_plus_SILVA_class"	"OTU_no"
"OTU_142"	0	1	0	1	12	95	11	1	2	5	18	18	8	48	31	8	7	8	19	16	247	29	818	157	5	29	0	23	622	26	3	0	0	0	0	0	6	5	9	7	0	12	14	0	4	7	23	15	0	2	0	0	0	1	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	6	2	1	3	28	9	40	5	0	0	0	0	0	1	32	5	8	3	2	5	11	2	7	13	0	0	0	19	3	0	0	7	0	0	8	4	21	0	14	18	0	3	0	3	9	8	12	5	2	1	"JX188280.1.1747_Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Clade_IX;uncultured_eukaryote"	"FJ537325_Prasinophyceae_Chlorophyta"	"724_Prasinophyceae_Archaeplastida_125"	NA	"Prasinophyceae"	"Prasinophyceae"	"Prasinophyceae"	142
"OTU_148"	0	1	0	7	0	0	0	0	1	0	3	0	4	5	2	0	0	4	0	0	0	5	0	0	13	0	2	1	0	6	2	4	3	0	0	1	0	0	1	0	0	3	1	0	0	8	0	0	7	0	10	2	3	24	0	12	10	2	0	5	0	1	3	1	0	1	0	0	0	2	5	15	14	22	21	17	1	4	0	40	5	23	22	0	3	11	0	5	6	2	1	2	5	7	22	6	66	8	7	33	16	2	2	15	35	6	7	17	20	6	23	4	6	4	1	1	5	0	1	"GU823828.1.1201_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gyrodinium;uncultured_eukaryote"	"GQ382391_Dinophyceae_Alveolata"	"1166_Dinophyceae_Alveolata_520"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	148
"OTU_150"	2	2	0	12	3	0	4	9	11	6	12	3	2	15	7	8	26	2	16	6	0	3	0	0	4	0	2	1	0	0	0	1	7	1	8	16	28	1	1	2	4	3	0	0	2	7	10	4	2	5	0	4	5	2	0	6	8	4	15	5	1	7	2	5	1	5	56	2	5	0	2	3	0	3	10	4	15	3	4	4	1	17	3	6	1	9	8	1	1	9	3	0	2	8	7	18	10	11	5	1	12	76	7	8	33	6	21	10	2	2	111	0	7	0	4	2	2	0	16	"KC488428.1.1679_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gyrodinium;uncultured_dinoflagellate"	"DQ310317_Dinophyceae_Alveolata"	"7182_Dinophyceae_Alveolata_146"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	150
"OTU_151"	0	1	11	5	0	3	0	0	0	0	0	0	0	8	19	38	1	1	3	21	0	60	0	1	22	6	24	17	0	53	14	0	0	6	33	0	0	14	11	5	8	10	3	60	26	35	13	11	15	17	34	8	5	10	23	7	13	8	20	1	8	14	1	0	1	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	2	12	4	5	6	13	7	0	12	20	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	2	0	10	0	70	44	10	11	9	31	36	"FJ537347.1.1751_Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;E222;uncultured_marine_chrysophyte"	"AY129063_Chrysophytes_Stramenopiles"	"556_Chrysophyceae_Stramenopiles_160"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	151
"OTU_173"	7	3	2	3	5	0	9	12	24	33	16	40	38	15	4	0	0	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	32	27	8	4	5	4	1	0	0	0	0	0	0	0	0	0	2	2	2	140	9	20	1	0	2	1	3	3	11	4	3	12	10	2	1	5	0	0	2	5	8	1	3	13	4	9	8	30	3	1	3	3	3	3	0	1	0	0	1	5	11	8	35	11	5	33	2	2	13	9	22	3	42	2	4	0	3	0	0	0	0	6	0	0	"EF172963.1.1667_Eukaryota;Cryptophyceae;P1-31;uncultured_eukaryote"	"EF172963_Cryptophyceae_Hacrobia"	"994_Cryptomonadales_Hacrobia_223"	NA	NA	"Cryptomonadales"	"Cryptomonadales"	173
"OTU_182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	3	0	4	0	0	1	0	0	2	0	5	6	4	23	1	0	161	0	0	1	0	2	0	0	1	0	0	0	4	10	17	5	58	9	5	62	7	36	4	63	11	4	24	11	0	35	"AY566418.1.1603_Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;LG31-02;Oxyrrhis_marina"	"GU823142_Chrysophytes_Stramenopiles"	"196_Chrysophyceae_Stramenopiles_421"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	182
"OTU_183"	0	2	3	6	10	0	5	8	10	5	6	2	3	6	2	7	27	3	10	16	9	32	0	0	3	10	6	3	0	4	3	4	5	7	18	19	12	11	11	9	12	19	4	24	7	16	17	11	9	19	1	12	21	21	48	0	15	1	6	6	6	2	4	8	6	6	0	3	11	2	9	0	2	2	4	5	0	6	13	6	4	8	9	3	12	10	7	5	10	6	0	5	1	7	8	4	5	5	4	4	5	9	1	6	12	2	3	4	5	0	18	2	5	5	3	4	3	2	1	"FJ914493.1.1492_Eukaryota;SAR;Alveolata;Dinoflagellata;S9;uncultured_marine_dinoflagellate"	"EU561679_Dinophyceae_Alveolata"	"14767_Dinophyceae_Alveolata_14"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	183
"OTU_188"	7	5	3	11	5	0	16	3	10	8	13	12	8	13	8	12	2	5	19	16	0	29	0	0	14	8	6	10	7	10	12	11	16	4	0	1	6	12	3	4	11	12	11	8	52	14	8	27	11	24	8	8	16	13	0	5	11	3	16	6	6	9	24	6	1	2	0	4	4	5	9	15	16	38	6	23	50	34	1	9	11	51	8	14	3	3	22	6	3	12	0	6	6	7	13	17	8	18	3	24	7	8	16	11	5	5	1	20	3	2	7	0	9	10	27	9	13	5	13	"EU780618.1.1706_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;SCM27C9;uncultured_eukaryote"	"EU780618_Dinophyceae_Alveolata"	"6794_Dinophyceae_Alveolata_12"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	188
"OTU_196"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	7	8	9	0	0	0	0	0	0	0	0	0	0	0	98	182	84	60	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	15	17	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	"EU446398.1.1566_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium;uncultured_marine_eukaryote"	"DQ918800_Dinophyceae_Alveolata"	"12860_Dinophyceae_Alveolata_7"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	196
"OTU_205"	0	0	0	0	0	0	3	0	8	19	4	3	1	0	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	27	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	8	1	6	0	2	1	8	0	0	3	5	0	0	0	0	1	0	0	0	0	1	9	1	2	14	8	21	7	0	2	9	18	28	23	24	54	0	7	0	0	0	0	0	0	0	0	"FJ537347.1.1751_Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;E222;uncultured_marine_chrysophyte"	"AY129063_Chrysophytes_Stramenopiles"	"556_Chrysophyceae_Stramenopiles_160"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	205
"OTU_206"	1	0	5	2	0	4	12	13	14	16	22	18	10	4	7	7	43	11	11	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	1	2	0	5	0	11	2	5	2	0	0	2	1	2	0	1	8	9	10	1	0	0	0	0	0	0	0	0	0	1	7	1	0	2	0	4	2	4	0	2	6	0	1	1	3	5	2	1	1	1	0	2	1	3	2	2	12	5	6	32	3	12	7	5	1	16	15	34	8	26	29	0	10	0	9	12	1	7	0	1	0	"FJ537322.1.1780_Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;LG01-09;uncultured_marine_chrysophyte"	"AB233.O05_Chrysophytes_Stramenopiles"	"258_Chrysophyceae_Stramenopiles_349"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	206
"OTU_213"	12	6	14	12	13	1	8	3	15	14	4	16	7	10	14	7	5	12	17	2	0	10	0	0	5	3	18	8	0	0	8	6	2	0	0	0	0	1	4	0	5	3	1	28	32	3	5	16	18	14	3	1	5	10	0	1	1	0	2	3	7	7	7	1	3	9	0	3	2	5	9	10	12	15	7	5	7	9	24	2	16	11	0	15	2	1	12	2	1	5	1	9	2	6	7	3	6	6	2	3	3	0	9	11	2	3	0	6	2	2	11	2	9	9	21	12	18	6	9	"KC488420.1.1693_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;SCM27C9;uncultured_dinoflagellate"	"AY426939_Dinophyceae_Alveolata"	"946_Dinophyceae_Alveolata_290"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	213
"OTU_215"	1	0	0	9	2	0	0	1	3	3	1	2	5	6	5	1	1	0	8	1	4	1	0	0	9	1	1	0	0	1	0	5	2	0	2	2	3	0	0	1	0	2	0	0	1	4	1	0	2	0	7	0	0	1	0	6	4	0	0	3	0	7	0	1	5	3	0	6	1	0	3	15	10	2	8	7	0	9	11	20	4	22	6	5	5	17	0	2	2	2	5	1	3	4	16	4	25	5	5	18	16	39	11	12	15	7	0	8	2	3	5	1	3	1	1	0	0	0	1	"AY664956.1.1752_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gyrodinium;uncultured_eukaryote"	"AY938291_Dinophyceae_Alveolata"	"506_Dinophyceae_Alveolata_1619"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	215
"OTU_244"	7	1	0	5	1	0	1	0	4	0	10	6	8	6	8	3	0	0	16	7	0	22	0	0	2	1	2	4	0	4	0	18	33	0	3	5	11	8	1	3	0	10	0	25	28	24	42	13	12	8	1	13	7	0	0	3	15	4	80	13	0	1	3	3	5	1	0	18	16	3	16	6	7	11	2	17	0	26	15	13	5	21	7	7	4	3	9	4	5	6	2	0	6	9	13	8	10	15	0	4	5	0	6	1	6	2	2	14	14	0	25	0	1	14	13	3	5	25	6	"AACY020448038.123.1915_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium;marine_metagenome"	"EU780621_Dinophyceae_Alveolata"	"15502_Dinophyceae_Alveolata_21"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	244
"OTU_252"	16	12	16	15	15	1	0	0	0	0	0	0	0	3	0	3	0	0	0	1	0	20	0	0	2	0	10	1	2	0	1	1	3	0	17	1	0	18	8	5	3	19	9	5	1	9	8	6	2	32	2	20	15	5	1	8	6	61	27	11	9	19	3	1	4	0	4	3	5	9	27	0	0	0	0	0	0	0	0	0	0	0	0	2	6	6	17	2	9	11	2	9	3	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	3	5	13	11	8	"GU823203.1.1203_Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;uncultured_stramenopile"	"AB233.G17_Dictyochophytes_Stramenopiles"	"474_Dictyochophyceae_Stramenopiles_216"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	252
"OTU_253"	4	0	4	4	0	1	10	15	5	7	12	8	6	12	5	5	6	10	8	10	0	16	0	0	3	0	3	1	0	0	1	0	1	1	0	3	8	1	5	4	4	2	1	0	0	4	0	4	2	4	4	2	4	2	2	4	8	1	3	25	5	13	4	10	14	13	7	3	1	3	6	6	1	2	4	7	0	1	9	4	3	1	0	2	2	1	2	0	0	1	0	1	1	1	6	6	4	7	2	11	10	3	3	7	2	6	4	12	8	3	4	4	1	3	3	4	1	4	3	"KC583004.1.1809_Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochales;Florenciella;uncultured_stramenopile"	"AY254857_Dictyochophytes_Stramenopiles"	"58_Dictyochophyceae_Stramenopiles_2802"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	253
"OTU_256"	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	5	20	2	12	9	2	128	289	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ACJI01001310.5359.7147_Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Aureococcus;Aureococcus_anophagefferens"	"AF117779_Pelagophytes_Stramenopiles"	"452_Pelagophyceae_Stramenopiles_508"	"Pelagophyceae"	"Pelagophyceae"	"Pelagophyceae"	"Pelagophyceae"	256
"OTU_261"	15	12	34	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	1	0	3	31	27	0	9	5	3	0	16	6	1	6	1	0	0	0	0	3	10	14	21	12	22	17	7	0	0	3	55	46	39	24	37	10	6	21	11	2	6	9	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	2	4	13	9	5	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	20	13	16	NA	NA	"1067_Dictyochophyceae_Stramenopiles_59"	NA	NA	"Dictyochophyceae"	"Dictyochophyceae"	261
"OTU_268"	18	5	8	3	12	0	1	2	5	2	1	2	3	7	5	12	7	5	3	9	0	32	0	7	2	3	10	5	1	0	6	3	1	0	1	0	4	11	6	4	0	15	3	2	39	20	1	13	8	10	7	9	11	8	5	9	10	23	16	4	16	6	9	2	4	2	1	6	2	7	20	5	1	1	0	0	1	0	0	2	0	1	0	4	10	8	13	2	1	2	1	5	0	3	4	1	1	2	0	0	0	0	0	0	2	1	0	0	2	0	4	0	5	4	8	8	5	5	12	"KC488605.1.1648_Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochales;Florenciella;uncultured_stramenopile"	"AY254857_Dictyochophytes_Stramenopiles"	"58_Dictyochophyceae_Stramenopiles_2802"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	268
"OTU_270"	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	20	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	34	66	0	0	0	0	0	7	6	102	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"AY425317.1.1749_Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Micromonas;uncultured_Prasinophyceae"	"ZZ0025549_Prasinophyceae_Chlorophyta"	"44_Mamiellophyceae_Archaeplastida_3242"	"Mamiellophyceae"	"Prasinophyceae"	"Mamiellophyceae"	"Prasinophyceae"	270
"OTU_279"	0	0	0	0	18	0	2	0	0	0	0	1	0	1	0	1	6	2	0	1	0	0	0	0	33	28	99	27	0	0	0	0	2	0	0	8	1	9	6	3	0	13	1	1	0	0	2	0	0	168	2	8	45	9	2	5	29	15	69	3	1	1	0	5	0	2	0	1	0	2	0	0	0	5	0	2	0	0	0	2	1	0	12	2	0	11	24	2	0	0	0	0	0	2	0	0	9	2	3	7	0	0	2	0	2	1	0	0	3	0	6	0	0	0	2	0	1	1	0	"GU825491.1.1212_Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;uncultured_eukaryote"	"EU561749_Dinophyceae_Alveolata"	"8337_Dinophyceae_Alveolata_17"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	279
"OTU_299"	9	2	2	4	3	0	5	3	2	2	18	1	1	5	1	7	0	4	13	4	0	5	0	0	1	2	3	3	0	0	1	1	1	2	26	15	14	12	1	1	9	4	5	1	5	17	6	5	0	12	1	0	7	8	6	2	6	2	6	3	3	8	2	1	6	2	0	7	2	3	0	5	1	2	0	5	0	5	3	9	3	11	10	3	2	3	12	1	4	5	0	5	4	5	6	8	4	11	1	1	14	13	3	0	6	0	1	6	6	2	1	1	0	1	4	0	4	5	0	"EF527091.1.1341_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium;uncultured_marine_eukaryote"	"EF527085_Dinophyceae_Alveolata"	"778_Dinophyceae_Alveolata_612"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	299
"OTU_304"	8	6	13	12	16	1	6	1	1	0	1	4	2	8	1	4	0	3	10	13	0	4	0	0	0	0	4	5	0	0	4	0	0	0	0	0	9	0	1	12	3	1	2	0	0	0	0	0	0	1	6	8	5	9	4	10	8	0	2	1	0	3	1	6	1	0	2	4	2	5	15	5	3	0	2	1	5	0	8	5	4	17	0	15	0	3	15	2	3	8	3	4	5	16	3	7	0	8	1	2	6	0	0	1	2	2	0	1	0	4	0	1	8	2	12	9	16	1	3	"GU824531.1.1213_Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;uncultured_eukaryote"	"EU500039_Dinophyceae_Alveolata"	"4865_Dinophyceae_Alveolata_39"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	304
"OTU_315"	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	128	0	28	44	3	115	4	0	3	7	7	0	6	66	6	4	20	0	0	0	0	0	0	1	0	1	6	3	13	2	0	18	0	5	15	25	0	19	8	3	0	0	0	0	2	0	38	0	0	5	1	2	0	0	0	0	1	0	0	16	3	1	13	1	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	"HM749946.1.1570_Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;uncultured;uncultured_marine_eukaryote"	"GQ863818_Chrysophytes_Stramenopiles"	NA	"Chrysophyceae"	"Chrysophyceae"	NA	"Chrysophyceae"	315
"OTU_323"	1	1	2	1	2	0	1	2	0	0	1	2	1	0	0	2	0	1	8	4	0	7	0	0	8	8	6	10	3	8	2	0	0	1	0	0	8	11	12	8	5	11	0	0	58	12	18	29	74	80	9	3	6	5	0	2	3	9	8	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	6	0	0	5	2	1	2	1	2	0	4	0	0	0	1	0	2	0	0	1	0	1	0	0	3	4	0	2	0	0	18	2	2	0	2	3	"EF526773.1.1340_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;NIF-4G9;uncultured_marine_eukaryote"	"EU793452_Dinophyceae_Alveolata"	"10104_Dinophyceae_Alveolata_20"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	323
"OTU_326"	0	1	0	0	0	0	4	1	5	2	20	2	5	11	0	8	9	10	22	0	0	17	0	0	13	9	2	3	0	1	1	0	1	0	0	10	19	7	6	0	0	4	0	0	0	3	19	14	5	3	0	7	7	6	28	2	7	1	3	0	0	0	0	3	0	0	0	6	0	0	0	10	9	4	9	1	0	6	2	0	0	5	3	3	0	0	7	0	1	2	0	0	1	5	2	6	7	8	0	3	5	22	2	1	9	2	0	11	6	1	9	0	3	16	8	4	1	0	1	"JX840929.1.1308_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Amphidinium;uncultured_dinoflagellate"	"EF526881_Dinophyceae_Alveolata"	"9930_Dinophyceae_Alveolata_30"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	326
"OTU_330"	0	0	0	75	0	0	0	1	4	7	1	0	0	0	0	6	9	0	8	4	0	1	0	0	1	14	0	0	0	3	0	2	2	1	3	2	0	2	1	0	0	1	0	14	0	2	0	6	3	1	2	5	7	15	117	17	43	0	12	3	1	1	3	1	1	1	14	4	5	2	0	5	0	11	7	8	0	3	1	5	1	6	7	1	9	6	0	5	2	4	3	1	2	7	12	4	6	14	1	0	7	1	11	5	38	2	3	5	19	3	162	2	0	3	2	0	1	1	43	"FJ914483.1.1530_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;B28;uncultured_marine_dinoflagellate"	"AY937675_Dinophyceae_Alveolata"	"411_Dinophyceae_Alveolata_209"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	330
"OTU_338"	6	2	0	11	1	1	0	6	1	5	1	3	5	2	6	1	1	2	3	3	0	11	0	0	5	1	2	7	7	5	1	5	31	0	20	1	2	0	2	1	0	9	0	1	0	10	31	29	7	19	10	1	6	0	17	6	17	0	58	3	0	3	3	7	8	0	0	7	7	0	1	17	7	16	23	6	0	9	10	30	8	17	18	5	1	5	9	4	3	17	2	1	10	6	18	8	22	10	16	9	14	2	5	38	33	1	23	23	10	0	79	0	6	7	36	2	6	13	19	"AF022199.1.1803_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gymnodinium_clade;Lepidodinium;Lepidodinium_viride"	"AY938154_Dinophyceae_Alveolata"	"9_Dinophyceae_Alveolata_61014"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	338
"OTU_339"	2	0	0	2	0	0	0	0	4	2	13	0	0	5	3	1	0	0	0	1	0	2	0	0	1	0	0	1	0	1	6	1	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	4	0	4	5	0	3	0	1	5	0	2	0	0	3	0	3	0	0	0	0	0	0	2	5	52	7	31	10	0	2	0	30	5	14	18	0	2	0	1	1	1	0	1	0	1	1	12	2	6	11	0	26	8	0	5	19	20	9	9	8	27	1	22	0	9	0	11	0	0	2	1	"EF172845.1.1416_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gyrodinium;uncultured_eukaryote"	"AY938233_Dinophyceae_Alveolata"	"2451_Dinophyceae_Alveolata_226"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	339
"OTU_343"	0	0	0	1	0	0	0	0	2	0	1	0	0	2	3	0	0	0	0	0	0	1	0	0	2	5	0	10	81	8	4	0	0	0	0	0	0	2	5	3	2	2	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	9	1	11	312	17	2	2	22	14	50	8	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	"FJ537304.1.1745_Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Clade_IX;uncultured_Prasinophyceae"	"FJ537318_Prasinophyceae_Chlorophyta"	"724_Prasinophyceae_Archaeplastida_125"	"Prasinophyceae"	"Prasinophyceae"	"Prasinophyceae"	"Prasinophyceae"	343
"OTU_344"	9	0	8	4	4	0	4	0	0	7	0	3	2	6	2	26	0	6	2	7	0	21	0	0	11	16	24	1	0	4	20	4	0	0	5	0	0	8	6	3	7	0	0	0	11	15	36	26	4	10	4	7	23	4	21	0	0	3	9	33	3	5	7	10	8	1	0	5	0	2	4	1	6	0	1	2	0	1	4	0	0	2	1	5	0	4	29	2	0	5	2	5	2	6	3	5	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	2	13	10	9	8	8	"AY664937.1.1755_Eukaryota;SAR;Alveolata;Dinoflagellata;uncultured_eukaryote"	"GQ382513_Dinophyceae_Alveolata"	"12843_Dinophyceae_Alveolata_10"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	344
"OTU_350"	0	0	0	1	0	0	0	2	10	4	6	2	2	12	8	12	41	11	7	8	0	31	0	0	5	9	8	0	0	0	0	0	0	0	0	0	11	3	0	7	0	5	25	13	1	43	35	16	4	8	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	5	0	1	8	0	0	1	0	0	0	2	0	0	0	2	0	0	9	0	0	0	0	3	0	1	0	0	2	0	3	14	4	2	0	0	0	"FN562439.1.1784_Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Prasinophytae;shizugawa;Halosphaera_sp._M1670"	"ZZ0074898_Prasinophyceae_Chlorophyta"	"987_Prasinophyceae_Archaeplastida_48"	"Prasinophyceae"	"Prasinophyceae"	"Prasinophyceae"	"Prasinophyceae"	350
"OTU_358"	6	0	0	2	1	0	1	0	0	2	3	0	0	8	1	2	25	1	4	2	0	2	0	0	8	3	12	1	0	16	3	1	1	0	0	0	0	0	0	0	0	3	0	0	0	9	18	10	8	1	1	3	44	0	4	5	21	0	13	0	2	2	0	12	8	0	0	4	0	1	1	0	5	9	4	16	1	5	2	6	5	4	9	5	2	1	3	1	0	1	2	0	4	2	5	5	2	9	1	2	1	1	11	6	3	0	0	9	1	4	10	0	13	14	7	7	8	10	9	"AY664877.1.1758_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;SCM16C67;uncultured_eukaryote"	"EU562014_Dinophyceae_Alveolata"	"11292_Dinophyceae_Alveolata_12"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	358
